company_name,length,first_senti_avg,last_senti_avg,senti_improve,verify_thread
ATT,3.6342412451361867,1.771919584954604,1.800259403372244,0.02833981841763943,257
ATVIAssist,4.428289797930015,1.7163805377580634,1.8144054073083138,0.09802486955025144,2029
AWSSupport,3.3865546218487395,1.7226890756302522,2.0408963585434177,0.31820728291316525,119
AdobeCare,5.617704280155642,1.7364708788833316,1.9054798962386514,0.16900901735532095,1028
AirAsiaSupport,5.264496439471007,1.8725815046262682,1.9240057162234177,0.05142421159715158,983
AirbnbHelp,4.775444264943457,1.7665128086775894,1.9064216478190623,0.13990883914147242,619
AlaskaAir,4.259740259740259,1.8706439393939382,2.039475108225108,0.16883116883116872,616
AldiUK,3.404938271604938,1.8692181069958853,2.0217695473251034,0.15255144032921814,405
AmazonHelp,5.605591909577632,1.7503246582270449,1.821673582453724,0.0713489242266754,23534
AmericanAir,4.242372467659263,1.7722146673330508,1.878445029464069,0.10623036213102104,4097
AppleSupport,4.360838167396709,1.7393908046624933,1.852313444615442,0.11292263995294674,8447
ArbysCares,3.80327868852459,1.726571038251366,1.9285519125683064,0.20198087431693984,244
ArgosHelpers,4.667493796526054,1.729335539012959,1.9313344361731457,0.20199889716018757,1209
AskAmex,5.243531202435312,1.771144089294772,1.9356852939044717,0.1645412046096979,1314
AskCiti,4.73,1.783992063492063,1.891777777777778,0.10778571428571432,300
AskDSC,3.4444444444444446,1.8009259259259258,2.1203703703703707,0.3194444444444444,18
AskLyft,3.7009345794392523,1.7357087227414332,1.93478712357217,0.19907840083073738,642
AskPapaJohns,3.865296803652968,1.808632311372037,1.9223363774733637,0.1137040661013264,438
AskPayPal,3.891500904159132,1.7554852320675112,1.9530138637733574,0.19752863170584695,553
AskPlayStation,4.470034246575342,1.6445929142204831,1.8278474260708848,0.18325451185040229,2336
AskRBC,3.7642857142857142,1.8098809523809527,1.9390476190476194,0.12916666666666665,140
AskRobinhood,3.5641025641025643,1.8675213675213673,1.8611111111111114,-0.0064102564102563875,39
AskSeagate,4.622641509433962,1.7490566037735855,1.842767295597484,0.09371069182389934,53
AskTarget,3.7351955307262568,1.7544213886671984,1.883659217877094,0.12923782920989618,895
AskTigogh,5.5813953488372094,1.867829457364341,2.108527131782946,0.24069767441860468,43
AskVirginMoney,6.130081300813008,1.7764227642276424,2.023035230352303,0.24661246612466123,123
Ask_Spectrum,4.665206508135169,1.6827487732681734,1.8183652184277959,0.13561644515962432,1598
Ask_WellsFargo,3.9531568228105907,1.677223353699932,1.7921540102802833,0.11493065658035109,491
AskeBay,5.294926913155632,1.6924538345002687,1.7936207673095035,0.10116693280923707,1163
AsurionCares,5.073469387755102,1.7240136054421766,1.7802721088435376,0.05625850340136054,245
AzureSupport,5.517241379310345,1.7464767616191894,1.9438923395445131,0.19741557792532305,667
BofA_Help,4.317032040472175,1.7415181080864044,1.838585079900427,0.09706697181402067,1186
BoostCare,3.8333333333333335,1.7527777777777775,1.8275462962962965,0.07476851851851851,72
British_Airways,4.744582043343653,1.7634865349648627,1.8628489114944256,0.0993623765295592,3876
CarlsJr,3.3043478260869565,1.8586956521739126,1.789855072463768,-0.06884057971014491,23
CenturyLinkHelp,3.8827361563517915,1.737048239491237,1.7720412595005428,0.034993020009306666,307
ChaseSupport,4.233100233100233,1.7588383838383834,1.9400738150738144,0.18123543123543118,429
ChipotleTweets,3.8246027074749853,1.831135962330782,1.9779758401300476,0.14683987779926572,1699
CoxHelp,4.589655172413793,1.7341735084838534,1.7860331143951818,0.051859605911330105,870
DellCares,4.944711538461538,1.6630465888278385,1.85470467032967,0.1916580815018315,416
Delta,4.553405572755418,1.7981507076514847,1.9282814880338122,0.13013078038232817,3876
DoorDash_Help,3.253846153846154,1.794102564102564,1.9070512820512822,0.11294871794871798,130
DropboxSupport,5.164444444444444,1.7986296296296291,1.9003333333333332,0.10170370370370375,450
DunkinDonuts,3.0517241379310347,1.7011494252873562,1.864942528735632,0.16379310344827586,58
GWRHelp,4.7908309455587395,1.8039648428616892,1.8758993950971017,0.07193455223541183,2094
GloCare,6.8514357053682895,1.6375631650912548,1.8634890910171813,0.22592592592592592,801
GoDaddyHelp,4.140096618357488,1.7511272141706926,1.8976650563607085,0.14653784219001612,207
GooglePlayMusic,4.486238532110092,1.7041284403669725,1.8669724770642204,0.16284403669724773,109
GreggsOfficial,3.953488372093023,1.7932170542635657,1.955116279069767,0.1618992248062015,430
HPSupport,4.436619718309859,1.713204225352113,1.8549295774647885,0.1417253521126761,284
HiltonHelp,3.7419354838709675,1.8306451612903227,1.8951612903225805,0.06451612903225803,62
HotelTonightCX,3.5,1.7857142857142858,1.4285714285714286,-0.35714285714285715,14
IHGService,4.225806451612903,1.668279569892473,1.898494623655914,0.23021505376344092,155
JackBox,3.5,1.8333333333333335,2.0,0.16666666666666663,2
JetBlue,4.231527093596059,1.7862643678160928,1.9295730706075525,0.1433087027914614,1015
KFC_UKI_Help,3.1131221719457014,1.5441499676793797,1.816289592760181,0.2721396250808017,221
KeyBank_Help,3.989795918367347,1.69198250728863,1.7603741496598642,0.06839164237123418,98
Kimpton,4.0673076923076925,2.120192307692308,2.109455128205128,-0.010737179487179505,104
LondonMidland,4.375189107413011,1.7802067574382243,1.8662488293350628,0.0860420718968374,661
MOO,4.127272727272727,2.1318181818181814,2.32,0.1881818181818182,55
MTNC_Care,3.72,1.8946666666666663,1.9653333333333334,0.07066666666666667,75
McDonalds,3.0108359133126936,2.028353973168214,2.0412280701754386,0.012874097007223948,646
MicrosoftHelps,5.493693693693694,1.6972372372372342,1.8085485485485469,0.11131131131131146,1665
Morrisons,4.4743961352657005,1.788357487922706,1.9616333103289632,0.1732758224062571,1035
NeweggService,3.6724137931034484,1.7833333333333334,1.9132183908045977,0.12988505747126436,116
NikeSupport,6.00177304964539,1.7147543059777104,1.9325185748058087,0.2177642688280987,564
NortonSupport,6.694581280788177,1.816091954022988,1.871018062397373,0.05492610837438424,203
O2,4.962491153573956,1.7162114012432483,1.8091143463754928,0.09290294513224444,1413
OPPOCareIN,5.2,1.8083333333333333,1.906,0.09766666666666668,50
OfficeSupport,8.105263157894736,1.6982456140350877,1.6473684210526316,-0.05087719298245611,19
PandoraSupport,4.07,1.6935,1.9208333333333336,0.22733333333333333,100
PearsonSupport,4.020408163265306,1.6301020408163265,1.9301020408163265,0.3,98
Postmates_Help,3.637065637065637,1.7635778635778636,1.888738738738739,0.12516087516087518,259
SCsupport,3.2741116751269037,1.766328257191201,1.9780033840947548,0.21167512690355336,197
SW_Help,4.376690946930281,1.6848570437540273,1.8684616718695803,0.18360462811555436,961
Safaricom_Care,4.437952142459655,1.7456342581551265,1.9713080001059957,0.22567374195087073,1797
SouthwestAir,4.20498866213152,1.9105820105820097,2.052264874203652,0.14168286362163926,2205
SpotifyCares,5.014041095890411,1.7764367253750815,1.9758455642530997,0.19940883887801691,2920
TMobileHelp,4.386550308008213,1.7163089349049299,1.8696171897917278,0.15330825488679695,1948
TacoBellTeam,4.078189300411522,1.7034979423868315,1.9679698216735255,0.2644718792866941,486
Tesco,4.865044985004999,1.7639755002300848,1.8811359176570766,0.1171604174269952,3001
TfL,3.706896551724138,1.7909003831417625,1.996168582375479,0.20526819923371645,174
TwitterSupport,3.1515151515151514,1.8636363636363635,1.6262626262626263,-0.2373737373737374,33
UPSHelp,3.5685660613650594,1.77591267356452,1.8513090019977936,0.0753963284332727,1597
USCellularCares,6.149606299212598,1.7250656167979006,1.870734908136483,0.14566929133858264,127
Uber_Support,4.26215566648179,1.7162130509329656,1.8088155543230389,0.09260250339007958,5409
VMUcare,4.392,1.7549333333333335,1.8150666666666666,0.060133333333333316,125
VerizonSupport,5.83216127519925,1.6676936128412916,1.8396657959949099,0.1719721831536178,2133
VirginAmerica,4.286259541984733,1.7192748091603056,1.8590966921119592,0.13982188295165385,262
VirginAtlantic,4.34850863422292,1.8270538984824691,1.9908424908424918,0.16378859236002097,637
VirginTrains,4.789655172413793,1.7999991292232658,1.9290994924615634,0.12910036323829419,3190
Walmart,3.61,2.2185,2.2091666666666665,-0.00933333333333334,100
XboxSupport,4.550534499514091,1.7509313249109135,1.8296974850546286,0.0787661601437111,2058
YahooCare,3.981818181818182,1.6613636363636364,1.7654112554112553,0.10404761904761907,110
airtel_care,5.1695652173913045,1.7045652173913044,1.8066252587991707,0.10206004140786751,690
ask_progressive,3.34,1.7426666666666668,1.8023333333333331,0.05966666666666666,50
askpanera,3.5757575757575757,1.6024242424242425,1.887878787878788,0.28545454545454557,165
asksalesforce,3.909090909090909,1.7866161616161618,1.9898989898989896,0.2032828282828283,66
askvisa,3.823529411764706,1.7919607843137257,1.8392156862745095,0.047254901960784315,85
comcastcares,4.286109573879358,1.7328594666724164,1.8541801723456395,0.1213207056732236,1807
hulu_support,4.525201185938162,1.7307900203707056,1.9096997841915262,0.17890976382081822,2361
idea_cares,5.133620689655173,1.660028179734536,1.776593929597702,0.11656574986316377,1856
marksandspencer,4.336235038084875,1.835114513705373,1.9721488160008294,0.1370343022954558,919
mediatemplehelp,4.6,1.8104166666666668,1.8416666666666663,0.031250000000000014,40
nationalrailenq,4.592672413793103,1.7673132183908042,1.9964080459770115,0.2290948275862069,464
sainsburys,4.787028518859246,1.7519423270688212,1.9170412231129814,0.16509889604415803,2174
sizehelpteam,3.65,1.7754761904761909,1.9857142857142858,0.21023809523809528,140
sprintcare,4.544508670520231,1.7324304982108434,1.771983209468757,0.03955271125791358,1730
